PRCSNAME,PRCSTYPE,OPRID,TSECONDS
NVSRUN,nVision-Report,c.caezza,25.983468
GL_JP,Application Engine,j.walt,15.264948
GL_JEDIT_0,Application Engine,d.black,75.120699
NVSRUN,nVision-Report,j.walt,26.165137
GL_JP,Application Engine,d.black,15.004379
GL_JEDIT_0,Application Engine,b.grotegut,45.206948
GL_JEDIT_0,Application Engine,b.grotegut,45.075066
DRILLDWN,nVision-Report,s.teichman,26.219414
DRILLDWN,nVision-Report,b.grotegut,30.031687
DRILLDWN,nVision-Report,s.teichman,13.630079
GL_JP,Application Engine,d.black,30.051496
NVSRUN,nVision-Report,d.black,71.269345
DRILLDWN,nVision-Report,c.caezza,13.657609
GL_JEDIT_0,Application Engine,j.walt,30.038941
AP_APY2015,Application Engine,l.cator,45.046956
NVSRUN,nVision-Report,v.wester,11.466167
AP_APY2015,Application Engine,l.cator,30.034641
AP_EMAIL_ADV,Application Engine,l.cator,15.04907
FIN2025,SQR Process,l.cator,10.477002
GL_JP,Application Engine,j.walt,15.015349
NVSRUN,nVision-Report,j.walt,59.003474
NVSRUN,nVision-Report,m.elbeck,26.567428
PORQ010,SQR Report,t.nowlin,12.117209
DRILLDWN,nVision-Report,a.davis,14.025623
NVSRUN,nVision-Report,m.sutton,75.048425
GL_JEDIT_0,Application Engine,d.black,30.04305
GL_JP,Application Engine,d.black,15.01496
NVSRUN,nVision-Report,j.sadusky,104.142191
NVSRUN,nVision-Report,j.sadusky,135.139043
DRILLDWN,nVision-Report,m.sutton,28.324249
NVSRUN,nVision-Report,d.robinson,13.822568
NVSRUN,nVision-Report,l.cator,22.663271
DRILLDWN,nVision-Report,a.davis,59.088907
DRILLDWN,nVision-Report,d.robinson,26.688765
DRILLDWN,nVision-Report,a.davis,14.053555
DRILLDWN,nVision-Report,l.cator,13.723261
DRILLDWN,nVision-Report,a.davis,13.996257
NVSRUN,nVision-Report,v.wester,26.613214
VPTA0001,Application Engine,PSFINBATCH,15.043995
VFSA0001,Application Engine,PSFINBATCH,15.041259
VPOA0002,Application Engine,PSFINBATCH,15.017656
DRILLDWN,nVision-Report,m.sutton,25.790905
GL_JP,Application Engine,d.black,60.091477
GL_JEDIT_0,Application Engine,d.black,30.061618
GL_JP,Application Engine,d.black,15.055241
PORQ010,SQR Report,t.nowlin,13.082217
NVSRUN,nVision-Report,v.wester,27.765564
DRILLDWN,nVision-Report,j.walt,27.945144
DRILLDWN,nVision-Report,j.walt,44.697631
NVSRUN,nVision-Report,l.bratton,315.551267
DRILLDWN,nVision-Report,j.walt,28.270161
DRILLDWN,nVision-Report,j.walt,27.948601
NVSRUN,nVision-Report,d.black,57.893455
DRILLDWN,nVision-Report,j.walt,28.514299
DRILLDWN,nVision-Report,j.walt,28.132562
NVSRUN,nVision-Report,d.black,41.687194
GL_JEDIT_0,Application Engine,b.grotegut,120.806471
GL_ALC_COPY,Application Engine,r.fitzgerald,14.237856
DRILLDWN,nVision-Report,b.grotegut,53.748132
DRILLDWN,nVision-Report,d.black,11.542073
PORQ010,SQR Report,t.nowlin,13.031028
GL_JEDIT_0,Application Engine,d.robinson,45.031033
NVSRUN,nVision-Report,l.cator,23.266609
DRILLDWN,nVision-Report,d.black,43.837751
DRILLDWN,nVision-Report,d.black,26.498269
GL_JEDIT_0,Application Engine,m.sutton,60.056708
DRILLDWN,nVision-Report,d.black,24.951899
DRILLDWN,nVision-Report,d.black,13.820343
DRILLDWN,nVision-Report,j.walt,14.028654
NVSRUN,nVision-Report,m.elbeck,29.058678
PORQ010,SQR Report,t.nowlin,12.551773
DRILLDWN,nVision-Report,d.black,13.867786
GLX7501,XML Publisher,d.robinson,15.002893
PORQ010,SQR Report,t.nowlin,12.878224
DRILLDWN,nVision-Report,d.black,26.98645
DRILLDWN,nVision-Report,m.sutton,26.822738
NVSRUN,nVision-Report,c.stern,103.61309
NVSRUN,nVision-Report,l.bratton,74.805313
GL_JP,Application Engine,d.robinson,15.011973
NVSRUN,nVision-Report,m.sutton,59.024439
VFSA0001,Application Engine,PSFINBATCH,15.66505
DRILLDWN,nVision-Report,d.black,26.720097
DRILLDWN,nVision-Report,l.cator,13.677882
GL_JEDIT_0,Application Engine,a.davis,46.117924
DRILLDWN,nVision-Report,d.black,14.053528
GL_JP,Application Engine,a.davis,15.013844
PORQ010,SQR Report,t.nowlin,11.609047
DRILLDWN,nVision-Report,d.black,26.933482
NVSRUN,nVision-Report,a.davis,13.9924
DRILLDWN,nVision-Report,d.black,13.850374
NVSRUN,nVision-Report,a.davis,13.877847
GL_JEDIT_0,Application Engine,m.benedict,60.113977
DRILLDWN,nVision-Report,a.davis,26.670617
DRILLDWN,nVision-Report,v.santos,28.972639
NVSRUN,nVision-Report,c.caezza,45.105015
NVSRUN,nVision-Report,l.cator,13.36238
GL_JEDIT_0,Application Engine,m.sutton,60.070671
NVSRUN,nVision-Report,c.stern,13.906856
NVSRUN,nVision-Report,d.black,78.225309
NVSRUN,nVision-Report,m.elbeck,30.034901
NVSRUN,nVision-Report,m.sutton,45.423333
NVSRUN,nVision-Report,m.sutton,29.988032
NVSRUN,nVision-Report,m.sutton,29.952845
NVSRUN,nVision-Report,m.sutton,74.099818
NVSRUN,nVision-Report,m.elbeck,13.206358
NVSRUN,nVision-Report,j.sadusky,121.108117
DRILLDWN,nVision-Report,c.caezza,28.736758
FS_MC,Application Engine,j.walt,153.554849
DRILLDWN,nVision-Report,d.black,13.892486
NVSRUN,nVision-Report,d.robinson,13.838836
NVSRUN,nVision-Report,v.wester,14.070277
GL_JEDIT_0,Application Engine,k.baker,45.01068
GL_JP,Application Engine,k.baker,15.018054
GL_JEDIT_0,Application Engine,j.walt,30.046921
GL_JP,Application Engine,j.walt,15.027509
NVSRUN,nVision-Report,d.robinson,56.875128
PORQ010,SQR Report,t.nowlin,12.541743
V_AM1400,SQR Report,v.wester,36.75894
V_AM1500,SQR Report,v.wester,6.684947
NVSRUN,nVision-Report,c.stern,59.946897
GL_JEDIT_0,Application Engine,j.walt,30.046278
GL_JP,Application Engine,j.walt,15.013288
V_AM1400,SQR Report,v.wester,29.150241
V_AM1500,SQR Report,v.wester,14.122903
GL_JEDIT_0,Application Engine,j.walt,30.056557
DRILLDWN,nVision-Report,a.davis,13.474935
GL_JP,Application Engine,j.walt,15.710154
GL_JEDIT_0,Application Engine,j.walt,30.063828
GL_JP,Application Engine,j.walt,15.053516
GL_JEDIT_0,Application Engine,j.walt,30.022305
NVSRUN,nVision-Report,c.stern,255.445081
GL_JP,Application Engine,j.walt,15.020669
GL_JEDIT_0,Application Engine,j.walt,30.038329
GL_JP,Application Engine,j.walt,15.027267
NVSRUN,nVision-Report,d.black,693.654797
NVSRUN,nVision-Report,j.walt,13.655116
DRILLDWN,nVision-Report,a.davis,27.777684
NVSRUN,nVision-Report,j.walt,44.130762
V_AM1400,SQR Report,v.wester,356.666476
V_AM1500,SQR Report,v.wester,40.901264
NVSRUN,nVision-Report,d.robinson,44.008968
NVSRUN,nVision-Report,l.bratton,36.640283
NVSRUN,nVision-Report,l.bratton,11.995338
NVSRUN,nVision-Report,j.walt,60.210698
NVSRUN,nVision-Report,v.wester,13.803118
NVSRUN,nVision-Report,v.wester,13.412365
DRILLDWN,nVision-Report,j.walt,26.269312
NVSRUN,nVision-Report,a.vessar,89.128468
GL_JEDIT_0,Application Engine,m.benedict,76.266763
V_BNKREC,SQR Report,d.black,12.618962
PO_RECVPUSH,Application Engine,s.golding,15.227399
GL_JP,Application Engine,l.bratton,14.994346
IMPORT_FILES,Application Engine,d.black,15.019087
NVSRUN,nVision-Report,k.baker,23.699656
TR_BSP_LOAD,Application Engine,d.black,15.101872
DRILLDWN,nVision-Report,j.walt,26.451592
DRILLDWN,nVision-Report,d.robinson,42.985003
FSPRECON,Application Engine,d.black,60.194364
GL_JEDIT_0,Application Engine,b.grotegut,46.109818
DRILLDWN,nVision-Report,j.walt,29.098722
PORQ010,SQR Report,t.nowlin,12.673505
NVSRUN,nVision-Report,j.sadusky,133.186765
DRILLDWN,nVision-Report,b.grotegut,28.632919
NVSRUN,nVision-Report,s.teichman,73.951199
DRILLDWN,nVision-Report,j.walt,29.057201
PORQ010,SQR Report,t.nowlin,13.171023
NVSRUN,nVision-Report,m.benedict,87.424014
VFSA0001,Application Engine,PSFINBATCH,15.023495
NVSRUN,nVision-Report,k.baker,13.149619
DRILLDWN,nVision-Report,j.walt,13.935259
DRILLDWN,nVision-Report,j.walt,28.880634
DRILLDWN,nVision-Report,j.walt,14.002564
DRILLDWN,nVision-Report,m.benedict,29.159203
NVSRUN,nVision-Report,s.teichman,88.901784
GL_JEDIT_0,Application Engine,b.grotegut,46.266054
NVSRUN,nVision-Report,d.black,28.094992
NVSRUN,nVision-Report,s.teichman,90.214083
GL_JEDIT_0,Application Engine,j.walt,30.018764
GL_JP,Application Engine,j.walt,15.042843
NVSRUN,nVision-Report,s.teichman,74.084577
DRILLDWN,nVision-Report,b.grotegut,40.325718
GL_JEDIT_0,Application Engine,j.walt,30.04145
DRILLDWN,nVision-Report,a.davis,30.067462
GL_JP,Application Engine,j.walt,15.028953
DRILLDWN,nVision-Report,a.davis,44.979537
NVSRUN,nVision-Report,m.benedict,89.039131
DRILLDWN,nVision-Report,a.davis,43.16791
GL_JEDIT_0,Application Engine,j.walt,30.024723
GL_JP,Application Engine,j.walt,15.014192
NVSRUN,nVision-Report,b.grotegut,41.648239
NVSRUN,nVision-Report,b.grotegut,29.050737
NVSRUN,nVision-Report,b.grotegut,101.753446
DRILLDWN,nVision-Report,m.benedict,43.179624
GL_JEDIT_0,Application Engine,j.walt,30.063344
GL_JP,Application Engine,j.walt,15.01817
GL_JEDIT_0,Application Engine,a.davis,29.968017
GL_JP,Application Engine,a.davis,15.015295
VFSA0001,Application Engine,PSFINBATCH,15.036037
PRCSYSPURGE,Application Engine,PSFINSERV,90.213145
PSXP_DIRCLN,Application Engine,PSFINSERV,15.057352
PRCSSRVCLN,Application Engine,PSFINSERV,26.976331
PSXPARCHATTR,Application Engine,PSFINSERV,24.282503
PSXP_DIRCLN,Application Engine,PSFINSERV,22.228121
PO_PORECON,Application Engine,PSFINBATCH,207.111305
PO_REQRCON,Application Engine,PSFINBATCH,30.096283
VFSA0002,Application Engine,PSFINBATCH,45.136096
EX_TRAN_PRCS,Application Engine,PSFINBATCH,90.64562
EX_EE_UPDATE,Application Engine,PSFINBATCH,15.015097
AP_VCHRBLD,Application Engine,PSFINBATCH,15.02205
AP_PSTVCHR,Application Engine,PSFINBATCH,105.355978
AP_PSTPYMNT,Application Engine,PSFINBATCH,90.679024
AM_DEPR_CALC,Application Engine,PSFINBATCH,15.016274
AP_MATCH,Application Engine,PSFINBATCH,210.468539
FS_JGEN,Application Engine,PSFINBATCH,135.592486
EX_EMPNOTIFY,Application Engine,PSFINBATCH,15.013277
VNDR_HST_UPD,Application Engine,PSFINBATCH,15.332303
VPOA0001,Application Engine,PSFINBATCH,15.015243
VCHR_APRV_AF,Application Engine,PSFINBATCH,45.087283
VPTA0001,Application Engine,PSFINBATCH,15.018367
PTSF_GENFEED,Application Engine,PSFINBATCH,345.935123
PTSF_GENFEED,Application Engine,PSFINBATCH,75.10737
PTSF_GENFEED,Application Engine,PSFINBATCH,90.151367
VFSA0001,Application Engine,PSFINBATCH,15.014736
VPOA0002,Application Engine,PSFINBATCH,15.270174
VGLA0001,Application Engine,NVBATCH,60.297002
RPTBOOK,nVision-ReportBook,NVBATCH,1303.428427
RPTBOOK,nVision-ReportBook,NVBATCH,1893.075558
RPTBOOK,nVision-ReportBook,NVBATCH,1909.241303
RPTBOOK,nVision-ReportBook,NVBATCH,1924.892083
RPTBOOK,nVision-ReportBook,NVBATCH,735.37206
RPTBOOK,nVision-ReportBook,NVBATCH,58.149527
RPTBOOK,nVision-ReportBook,NVBATCH,314.808675
RPTBOOK,nVision-ReportBook,NVBATCH,329.784207
VAPA0004,Application Engine,PSFINBATCH,44.486813
VAPA0003,Application Engine,PSFINBATCH,27.403635
AP_VCHRBLD,Application Engine,PSFINBATCH,29.98026
VAPA0005,Application Engine,PSFINBATCH,15.036512
VPTA0001,Application Engine,PSFINBATCH,15.010801
VPOA0002,Application Engine,PSFINBATCH,15.093972
DRILLDWN,nVision-Report,d.black,40.082926
DRILLDWN,nVision-Report,d.black,29.047719
DRILLDWN,nVision-Report,d.black,71.68673
DRILLDWN,nVision-Report,d.black,40.816977
NVSRUN,nVision-Report,d.black,25.784749
DRILLDWN,nVision-Report,d.black,25.397365
DRILLDWN,nVision-Report,d.black,39.143612
DRILLDWN,nVision-Report,d.black,26.313272
NVSRUN,nVision-Report,d.black,25.824027
DRILLDWN,nVision-Report,d.black,25.438639
PRCSYSPURGE,Application Engine,PSFINSERV,75.167419
PSXPARCHATTR,Application Engine,PSFINSERV,15.612494
PSXP_DIRCLN,Application Engine,PSFINSERV,14.953337
PRCSSRVCLN,Application Engine,PSFINSERV,13.636637
PSXP_DIRCLN,Application Engine,PSFINSERV,15.136212
PO_PORECON,Application Engine,PSFINBATCH,303.640179
PO_REQRCON,Application Engine,PSFINBATCH,31.900022
VFSA0002,Application Engine,PSFINBATCH,45.35371
EX_TRAN_PRCS,Application Engine,PSFINBATCH,105.391131
EX_EE_UPDATE,Application Engine,PSFINBATCH,16.667771
AP_VCHRBLD,Application Engine,PSFINBATCH,15.028006
AP_PSTVCHR,Application Engine,PSFINBATCH,135.781732
AP_PSTPYMNT,Application Engine,PSFINBATCH,30.038467
AM_DEPR_CALC,Application Engine,PSFINBATCH,15.038581
AP_MATCH,Application Engine,PSFINBATCH,255.548259
FS_JGEN,Application Engine,PSFINBATCH,150.609925
EX_EMPNOTIFY,Application Engine,PSFINBATCH,15.224024
VNDR_HST_UPD,Application Engine,PSFINBATCH,15.015299
VPOA0001,Application Engine,PSFINBATCH,15.024948
VCHR_APRV_AF,Application Engine,PSFINBATCH,30.031995
VPTA0001,Application Engine,PSFINBATCH,15.051473
PTSF_GENFEED,Application Engine,PSFINBATCH,241.145694
PTSF_GENFEED,Application Engine,PSFINBATCH,75.099908
PTSF_GENFEED,Application Engine,PSFINBATCH,90.199254
VFSA0001,Application Engine,PSFINBATCH,15.012004
VPOA0002,Application Engine,PSFINBATCH,15.024863
VGLA0001,Application Engine,NVBATCH,75.316483
RPTBOOK,nVision-ReportBook,NVBATCH,490.203936
RPTBOOK,nVision-ReportBook,NVBATCH,1999.758689
RPTBOOK,nVision-ReportBook,NVBATCH,2134.998397
RPTBOOK,nVision-ReportBook,NVBATCH,1894.729302
RPTBOOK,nVision-ReportBook,NVBATCH,404.282658
RPTBOOK,nVision-ReportBook,NVBATCH,89.259326
RPTBOOK,nVision-ReportBook,NVBATCH,419.479446
RPTBOOK,nVision-ReportBook,NVBATCH,387.830864
VAPA0004,Application Engine,PSFINBATCH,27.953617
VAPA0003,Application Engine,PSFINBATCH,30.000113
AP_VCHRBLD,Application Engine,PSFINBATCH,15.088921
VAPA0005,Application Engine,PSFINBATCH,15.060253
NVSRUN,nVision-Report,c.stern,281.349723
DRILLDWN,nVision-Report,c.stern,41.523284
DRILLDWN,nVision-Report,c.stern,55.677566
DRILLDWN,nVision-Report,c.stern,26.70977
VPTA0001,Application Engine,PSFINBATCH,14.974057
VPOA0002,Application Engine,PSFINBATCH,15.041594
V_AM1900,SQR Process,PSFINBATCH,1480.432002
DRILLDWN,nVision-Report,a.davis,26.502142
GL_JEDIT_0,Application Engine,b.grotegut,75.089815
GL_JEDIT_0,Application Engine,b.grotegut,45.083891
DRILLDWN,nVision-Report,a.davis,26.500525
GL_JEDIT_0,Application Engine,b.grotegut,45.085664
PRCSYSPURGE,Application Engine,PSFINSERV,60.407847
PSXP_DIRCLN,Application Engine,PSFINSERV,14.552093
PSXPARCHATTR,Application Engine,PSFINSERV,14.524178
PRCSSRVCLN,Application Engine,PSFINSERV,14.122463
PSXP_DIRCLN,Application Engine,PSFINSERV,15.100084
DRILLDWN,nVision-Report,b.grotegut,51.723592
GL_JEDIT_0,Application Engine,b.grotegut,45.064095
GL_JEDIT_0,Application Engine,b.grotegut,45.092863
GL_JEDIT_0,Application Engine,b.grotegut,45.469371
PO_PORECON,Application Engine,PSFINBATCH,180.59783
PO_REQRCON,Application Engine,PSFINBATCH,30.031978
VFSA0002,Application Engine,PSFINBATCH,30.083058
EX_TRAN_PRCS,Application Engine,PSFINBATCH,75.44423
EX_EE_UPDATE,Application Engine,PSFINBATCH,15.055007
AP_VCHRBLD,Application Engine,PSFINBATCH,15.015167
AP_PSTVCHR,Application Engine,PSFINBATCH,90.108824
AP_PSTPYMNT,Application Engine,PSFINBATCH,30.003235
AM_DEPR_CALC,Application Engine,PSFINBATCH,15.065551
AP_MATCH,Application Engine,PSFINBATCH,195.710329
FS_JGEN,Application Engine,PSFINBATCH,135.23116
EX_EMPNOTIFY,Application Engine,PSFINBATCH,15.028153
VNDR_HST_UPD,Application Engine,PSFINBATCH,15.060325
VPOA0001,Application Engine,PSFINBATCH,15.008471
VCHR_APRV_AF,Application Engine,PSFINBATCH,30.056839
VPTA0001,Application Engine,PSFINBATCH,15.019073
PTSF_GENFEED,Application Engine,PSFINBATCH,360.821069
PTSF_GENFEED,Application Engine,PSFINBATCH,75.110311
PTSF_GENFEED,Application Engine,PSFINBATCH,90.421875
VFSA0001,Application Engine,PSFINBATCH,15.022194
VPOA0002,Application Engine,PSFINBATCH,15.028792
VGLA0001,Application Engine,NVBATCH,60.155808
RPTBOOK,nVision-ReportBook,NVBATCH,837.858235
RPTBOOK,nVision-ReportBook,NVBATCH,1877.315206
RPTBOOK,nVision-ReportBook,NVBATCH,2182.640841
RPTBOOK,nVision-ReportBook,NVBATCH,1833.481964
RPTBOOK,nVision-ReportBook,NVBATCH,418.886123
RPTBOOK,nVision-ReportBook,NVBATCH,103.266902
RPTBOOK,nVision-ReportBook,NVBATCH,376.181969
RPTBOOK,nVision-ReportBook,NVBATCH,328.701671
APY1090-,Crystal,PSFINBATCH,17.455853
APY1090-,Crystal,PSFINBATCH,12.07228
APY1090-,Crystal,PSFINBATCH,12.394085
APY1090-,Crystal,PSFINBATCH,12.41409
APY1090-,Crystal,PSFINBATCH,12.333896
VAPA0004,Application Engine,PSFINBATCH,13.809752
GLS7010,SQR Report,PSFINBATCH,65.539155
VAPA0003,Application Engine,PSFINBATCH,15.027287
AP_VCHRBLD,Application Engine,PSFINBATCH,15.006749
VAPA0005,Application Engine,PSFINBATCH,15.015366
GLS7010,SQR Report,PSFINBATCH,41.267802
GLS7010,SQR Report,PSFINBATCH,27.208648
GLS7010,SQR Report,PSFINBATCH,13.469925
GLS7010,SQR Report,PSFINBATCH,13.75287
GLS7010,SQR Report,PSFINBATCH,14.057836
GLS7010,SQR Report,PSFINBATCH,14.322936
GLS7010,SQR Report,PSFINBATCH,13.59047
GLS7010,SQR Report,PSFINBATCH,13.853722
GLS7010,SQR Report,PSFINBATCH,14.145346
GLS7010,SQR Report,PSFINBATCH,13.414534
GLS7010,SQR Report,PSFINBATCH,13.67858
GLS7010,SQR Report,PSFINBATCH,11.935891
GLS7010,SQR Report,PSFINBATCH,14.246721
GLS7010,SQR Report,PSFINBATCH,13.525212
GLS7010,SQR Report,PSFINBATCH,13.815037
GLS7010,SQR Report,PSFINBATCH,14.070468
GLS7010,SQR Report,PSFINBATCH,13.675563
GLS7010,SQR Report,PSFINBATCH,13.978812
GLS7010,SQR Report,PSFINBATCH,14.277663
GLS7010,SQR Report,PSFINBATCH,13.558743
GLS7010,SQR Report,PSFINBATCH,13.859421
GLS7010,SQR Report,PSFINBATCH,14.168031
VAPA0006,Application Engine,PSFINBATCH,60.107119
VFSA0001,Application Engine,PSFINBATCH,15.017518
NVSRUN,nVision-Report,m.sutton,56.58397
DRILLDWN,nVision-Report,b.grotegut,40.199682
DRILLDWN,nVision-Report,b.grotegut,59.029629
PO_RECVPUSH,Application Engine,s.cao,15.001864
PO_RECVPUSH,Application Engine,s.cao,15.012252
PO_RECVPUSH,Application Engine,s.cao,15.021143
PO_RECVPUSH,Application Engine,s.cao,15.016152
GL_JEDIT_0,Application Engine,b.grotegut,60.058321
VFSA0001,Application Engine,PSFINBATCH,15.023014
FS_STREAMLN,Application Engine,tr.johnson,105.144121
GL_JEDIT_0,Application Engine,b.grotegut,45.061115
NVSRUN,nVision-Report,c.caezza,56.280541
NVSRUN,nVision-Report,c.caezza,13.991997
PO_RECVPUSH,Application Engine,s.golding,14.982635
GL_JEDIT_0,Application Engine,b.grotegut,45.070639
PORQ010,SQR Report,r.bell,11.742923
NVSRUN,nVision-Report,b.grotegut,132.894456
PORQ010,SQR Report,r.bell,13.102621
NVSRUN,nVision-Report,k.baker,26.600339
NVSRUN,nVision-Report,k.baker,74.302629
NVSRUN,nVision-Report,k.baker,28.975547
PO_RECVPUSH,Application Engine,r.johnson,14.989774
GL_JEDIT_0,Application Engine,a.davis,45.042662
GL_JP,Application Engine,a.davis,15.027782
NVSRUN,nVision-Report,a.davis,11.6871
NVSRUN,nVision-Report,c.stern,13.845426
NVSRUN,nVision-Report,n.tagawa,26.706026
NVSRUN,nVision-Report,n.tagawa,50.91016
NVSRUN,nVision-Report,n.tagawa,45.148502
NVSRUN,nVision-Report,n.tagawa,28.475238
NVSRUN,nVision-Report,n.tagawa,60.245883
NVSRUN,nVision-Report,n.tagawa,14.031122
NVSRUN,nVision-Report,n.tagawa,14.039861
PORQ010,SQR Report,t.nowlin,12.546067
PORQ010,SQR Report,t.nowlin,13.72925
DRILLDWN,nVision-Report,n.tagawa,147.300388
NVSRUN,nVision-Report,b.grotegut,26.813007
NVSRUN,nVision-Report,b.grotegut,150.466129
NVSRUN,nVision-Report,d.robinson,71.738861
PORQ010,SQR Report,t.nowlin,12.841069
NVSRUN,nVision-Report,d.robinson,28.563815
PORQ010,SQR Report,r.bell,13.508128
IN_FUL_DPL,Application Engine,k.andrews,29.926469
V_UPDSTG_EXP,Application Engine,k.andrews,15.020606
INPSSTGE,COBOL SQL,k.andrews,14.155712
INS3500,SQR Report,k.andrews,13.280803
INPPPTWY,COBOL SQL,k.andrews,14.68087
V_UPDSTG_EXP,Application Engine,k.andrews,15.016343
INPSSTGE,COBOL SQL,k.andrews,14.720624
INS3500,SQR Report,k.andrews,13.558748
IN_FUL_DPL,Application Engine,k.andrews,15.02445
INPPPTWY,COBOL SQL,k.andrews,14.719674
V_UPDSTG_EXP,Application Engine,k.andrews,15.006261
INPSSTGE,COBOL SQL,k.andrews,14.66248
INS3500,SQR Report,k.andrews,13.88232
V_UPDSTG_EXP,Application Engine,k.andrews,14.988043
INPPPTWY,COBOL SQL,k.andrews,14.771886
INPSSTGE,COBOL SQL,k.andrews,14.722917
IN_FUL_DPL,Application Engine,k.andrews,15.025942
INS3500,SQR Report,k.andrews,14.233268
INPPPTWY,COBOL SQL,k.andrews,14.720963
V_UPDSTG_EXP,Application Engine,k.andrews,15.02
NVSRUN,nVision-Report,v.wester,23.702978
INPSSTGE,COBOL SQL,k.andrews,14.716201
V_UPDSTG_EXP,Application Engine,k.andrews,15.008819
INS3500,SQR Report,k.andrews,13.67206
DRILLDWN,nVision-Report,d.black,27.752257
INPPPTWY,COBOL SQL,k.andrews,14.78326
INPSSTGE,COBOL SQL,k.andrews,14.763813
NVSRUN,nVision-Report,k.baker,13.97035
INS3500,SQR Report,k.andrews,13.892003
INPPPTWY,COBOL SQL,k.andrews,14.741165
NVSRUN,nVision-Report,k.baker,13.988197
NVSRUN,nVision-Report,k.baker,45.228695
NVSRUN,nVision-Report,k.baker,13.858966
NVSRUN,nVision-Report,k.baker,30.022573
NVSRUN,nVision-Report,k.baker,29.142543
VFSA0001,Application Engine,PSFINBATCH,15.086276
NVSRUN,nVision-Report,l.cator,11.19443
NVSRUN,nVision-Report,l.cator,13.637682
NVSRUN,nVision-Report,l.cator,13.71194
NVSRUN,nVision-Report,l.cator,27.235995
NVSRUN,nVision-Report,v.wester,13.775628
NVSRUN,nVision-Report,l.cator,13.757392
PORQ010,SQR Report,t.nowlin,13.234058
FS_STREAMLN,Application Engine,tr.johnson,107.554471
DRILLDWN,nVision-Report,l.cator,25.92513
NVSRUN,nVision-Report,v.wester,25.326092
DRILLDWN,nVision-Report,d.black,26.90555
DRILLDWN,nVision-Report,d.black,27.653202
DRILLDWN,nVision-Report,l.cator,58.846206
NVSRUN,nVision-Report,m.sutton,75.08565
NVSRUN,nVision-Report,m.sutton,73.87996
PO_RECVPUSH,Application Engine,r.johnson,15.00954
NVSRUN,nVision-Report,d.black,58.896064
PORQ010,SQR Report,r.bell,12.935481
DRILLDWN,nVision-Report,l.cator,43.538232
DRILLDWN,nVision-Report,d.black,13.953976
DRILLDWN,nVision-Report,l.cator,42.078255
DRILLDWN,nVision-Report,d.black,28.824513
DRILLDWN,nVision-Report,d.black,29.048424
PORQ010,SQR Report,t.nowlin,12.514114
NVSRUN,nVision-Report,m.sutton,13.941415
NVSRUN,nVision-Report,k.baker,26.550036
NVSRUN,nVision-Report,s.teichman,134.488765
DRILLDWN,nVision-Report,m.sutton,43.117902
NVSRUN,nVision-Report,a.davis,13.996902
DRILLDWN,nVision-Report,a.davis,30.085271
PORQ010,SQR Report,r.bell,12.877985
PORQ010,SQR Report,r.bell,12.174939
GL_JEDIT_0,Application Engine,j.walt,29.967041
GL_JP,Application Engine,j.walt,15.058754
PORQ010,SQR Report,r.bell,13.167281
PORQ010,SQR Report,r.bell,14.262532
PORQ010,SQR Report,t.nowlin,14.331956
GL_JEDIT_0,Application Engine,j.walt,30.028447
GL_JP,Application Engine,j.walt,15.018806
GL_JEDIT_0,Application Engine,j.walt,30.029139
GL_JP,Application Engine,j.walt,15.026886
GL_JEDIT_0,Application Engine,j.walt,30.01964
GL_JP,Application Engine,j.walt,15.011485
V_UPDSTG_EXP,Application Engine,a.amaro,14.953508
INPSSTGE,COBOL SQL,a.amaro,14.287271
INS3500,SQR Report,a.amaro,13.093474
INPPPTWY,COBOL SQL,a.amaro,14.743203
GL_JEDIT_0,Application Engine,j.walt,30.019572
GL_JP,Application Engine,j.walt,15.014952
GL_JEDIT_0,Application Engine,b.grotegut,61.273085
GL_JEDIT_0,Application Engine,j.walt,27.797643
GL_JP,Application Engine,j.walt,15.006099
GL_JEDIT_0,Application Engine,b.grotegut,45.486905
VFSA0001,Application Engine,PSFINBATCH,13.904306
VPTA0001,Application Engine,PSFINBATCH,15.021018
VPOA0002,Application Engine,PSFINBATCH,15.013432
PV_AUTO_SRC,Application Engine,t.nowlin,90.149775
DRILLDWN,nVision-Report,b.grotegut,26.45653
POPO005,SQR Report,t.nowlin,19.72106
DRILLDWN,nVision-Report,b.grotegut,56.960734
POPO005,SQR Process,t.nowlin,13.440502
PO_PO_EMAIL,Application Engine,t.nowlin,15.009718
DRILLDWN,nVision-Report,d.robinson,26.930713
NVSRUN,nVision-Report,d.robinson,13.834087
NVSRUN,nVision-Report,d.robinson,26.518453
DRILLDWN,nVision-Report,s.biersdorfer,28.690734
NVSRUN,nVision-Report,b.grotegut,43.88598
NVSRUN,nVision-Report,d.robinson,72.128384
PO_RECVPUSH,Application Engine,m.lopez,14.971455
NVSRUN,nVision-Report,m.sutton,56.395333
NVSRUN,nVision-Report,b.grotegut,116.705026
DRILLDWN,nVision-Report,d.black,25.881442
NVSRUN,nVision-Report,j.sadusky,89.041205
PV_AUTO_SRC,Application Engine,t.nowlin,60.088625
POPO005,SQR Report,t.nowlin,11.846621
PO_RECVPUSH,Application Engine,r.bell,14.990529
NVSRUN,nVision-Report,v.wester,41.98879
PO_RECVPUSH,Application Engine,r.bell,14.999902
POPO005,SQR Report,t.nowlin,5.847621
POPO005,SQR Report,t.nowlin,13.526879
PO_RECVPUSH,Application Engine,r.bell,15.029637
