PRCSNAME,PRCSTYPE,OPRID,TSECONDS
POPO005,SQR Report,t.nowlin,8.389683
POPO005,SQR Report,r.bell,13.905006
DRILLDWN,nVision-Report,k.baker,13.417641
VFSA0001,Application Engine,PSFINBATCH,15.040974
POPO005,SQR Process,r.bell,13.493054
PO_PO_EMAIL,Application Engine,r.bell,14.95746
POPO005,SQR Process,r.bell,14.123749
PO_PO_EMAIL,Application Engine,r.bell,15.018499
POPO005,SQR Report,t.nowlin,10.792111
POPO005,SQR Process,t.nowlin,14.110593
PO_PO_EMAIL,Application Engine,t.nowlin,15.018126
PV_AUTO_SRC,Application Engine,t.nowlin,45.129904
NVSRUN,nVision-Report,d.black,13.366301
POPO005,SQR Report,r.bell,9.908073
DRILLDWN,nVision-Report,b.grotegut,29.02992
POPO005,SQR Report,t.nowlin,13.60289
POPO005,SQR Process,r.bell,12.449383
PO_PO_EMAIL,Application Engine,r.bell,14.917341
POPO005,SQR Process,t.nowlin,13.268739
PO_PO_EMAIL,Application Engine,t.nowlin,15.009954
PORQ010,SQR Report,r.bell,13.886889
PORQ010,SQR Report,r.bell,14.296285
DRILLDWN,nVision-Report,k.baker,26.987965
DRILLDWN,nVision-Report,l.bratton,14.00697
GL_JEDIT_0,Application Engine,m.sutton,14.923305
NVSRUN,nVision-Report,d.robinson,13.939666
PV_AUTO_SRC,Application Engine,r.bell,45.038344
GL_JEDIT_0,Application Engine,m.sutton,15.34056
DRILLDWN,nVision-Report,b.grotegut,13.970312
DRILLDWN,nVision-Report,l.bratton,14.003803
DRILLDWN,nVision-Report,d.robinson,14.262456
POPO005,SQR Report,r.bell,10.877759
POPO005,SQR Process,r.bell,12.434641
PO_PO_EMAIL,Application Engine,r.bell,15.049694
DRILLDWN,nVision-Report,l.bratton,14.031975
VFSA0001,Application Engine,PSFINBATCH,15.009348
DRILLDWN,nVision-Report,l.bratton,11.807394
DRILLDWN,nVision-Report,l.bratton,14.051833
VFSA0001,Application Engine,PSFINBATCH,15.024493
PRCSYSPURGE,Application Engine,PSFINSERV,60.080095
PSXP_DIRCLN,Application Engine,PSFINSERV,15.032238
PSXPARCHATTR,Application Engine,PSFINSERV,15.399789
PRCSSRVCLN,Application Engine,PSFINSERV,15.054967
PSXP_DIRCLN,Application Engine,PSFINSERV,14.918595
VGLA0001,Application Engine,NVBATCH,90.073358
RPTBOOK,nVision-ReportBook,NVBATCH,281.698214
RPTBOOK,nVision-ReportBook,NVBATCH,901.805079
RPTBOOK,nVision-ReportBook,NVBATCH,689.915247
RPTBOOK,nVision-ReportBook,NVBATCH,419.950969
RPTBOOK,nVision-ReportBook,NVBATCH,345.044227
RPTBOOK,nVision-ReportBook,NVBATCH,14.188847
RPTBOOK,nVision-ReportBook,NVBATCH,164.758298
RPTBOOK,nVision-ReportBook,NVBATCH,164.39186
APY1090-,Crystal,PSFINBATCH,38.046499
APY1090-,Crystal,PSFINBATCH,8.959577
APY1090-,Crystal,PSFINBATCH,11.843667
APY1090-,Crystal,PSFINBATCH,12.418191
APY1090-,Crystal,PSFINBATCH,12.425999
VAPA0004,Application Engine,PSFINBATCH,12.97309
V_FINSEC,SQR Report,PSFINBATCH,125.007281
VAPA0003,Application Engine,PSFINBATCH,15.03035
AP_VCHRBLD,Application Engine,PSFINBATCH,45.081583
VAPA0005,Application Engine,PSFINBATCH,15.01734
DDDAUDIT,SQR Report,PSFINBATCH,700.520323
SYSAUDIT,SQR Report,PSFINBATCH,142.992229
PURGEOLDUSRS,Application Engine,PSFINBATCH,45.077292
VFSA0001,Application Engine,PSFINBATCH,15.017466
PORQ010,SQR Report,r.bell,12.909141
VFSA0001,Application Engine,PSFINBATCH,14.986533
IN_FUL_DPL,Application Engine,k.andrews,29.83274
V_UPDSTG_EXP,Application Engine,k.andrews,15.002929
INPSSTGE,COBOL SQL,k.andrews,14.306932
INS3500,SQR Report,k.andrews,12.671162
INPPPTWY,COBOL SQL,k.andrews,14.745673
V_UPDSTG_EXP,Application Engine,k.andrews,15.012029
IN_FUL_DPL,Application Engine,k.andrews,15.052294
INPSSTGE,COBOL SQL,k.andrews,14.81815
INS3500,SQR Report,k.andrews,14.158912
V_UPDSTG_EXP,Application Engine,k.andrews,15.028165
INPPPTWY,COBOL SQL,k.andrews,14.759947
INPSSTGE,COBOL SQL,k.andrews,14.734946
INS3500,SQR Report,k.andrews,13.443124
INPPPTWY,COBOL SQL,k.andrews,14.721665
V_UPDSTG_EXP,Application Engine,k.andrews,15.000292
INPSSTGE,COBOL SQL,k.andrews,14.755508
INS3500,SQR Report,k.andrews,13.728509
INPPPTWY,COBOL SQL,k.andrews,14.728211
PORQ010,SQR Report,r.bell,12.630264
POPO005,SQR Report,t.nowlin,8.098806
POPO005,SQR Process,t.nowlin,13.608607
PO_PO_EMAIL,Application Engine,t.nowlin,14.994729
PORQ010,SQR Report,r.bell,13.553639
PO_RECVPUSH,Application Engine,s.cao,14.939601
V_SECAUD,SQR Report,PSFINBATCH,103.498266
PORQ010,SQR Report,t.nowlin,13.393371
VFSA0001,Application Engine,PSFINBATCH,15.008378
NVSRUN,nVision-Report,a.davis,24.32112
NVSRUN,nVision-Report,a.davis,11.903894
DRILLDWN,nVision-Report,a.davis,11.592531
DRILLDWN,nVision-Report,a.davis,13.988795
PV_AUTO_SRC,Application Engine,r.bell,45.790915
POPO005,SQR Report,r.bell,7.096386
POPO005,SQR Process,r.bell,12.419912
PO_PO_EMAIL,Application Engine,r.bell,14.98178
NVSRUN,nVision-Report,b.grotegut,37.835486
NVSRUN,nVision-Report,s.biersdorfer,43.804584
POPO005,SQR Report,r.bell,10.636746
PO_RECVPUSH,Application Engine,t.nowlin,14.975091
AP_MATCH,Application Engine,t.nowlin,75.10784
POPO005,SQR Process,r.bell,13.835534
PO_PO_EMAIL,Application Engine,r.bell,15.010571
PO_RECVPUSH,Application Engine,t.nowlin,15.021593
AP_MATCH,Application Engine,t.nowlin,76.36032
NVSRUN,nVision-Report,b.grotegut,37.775722
DRILLDWN,nVision-Report,s.biersdorfer,27.610753
PO_RECVPUSH,Application Engine,t.nowlin,15.007817
PO_RECVPUSH,Application Engine,t.nowlin,15.086184
AP_MATCH,Application Engine,t.nowlin,75.17819
VPTA0001,Application Engine,PSFINBATCH,15.032609
VFSA0001,Application Engine,PSFINBATCH,15.020469
NVSRUN,nVision-Report,d.robinson,16.871556
VPOA0002,Application Engine,PSFINBATCH,15.155992
DRILLDWN,nVision-Report,d.robinson,13.769832
DRILLDWN,nVision-Report,a.davis,13.933791
DRILLDWN,nVision-Report,a.davis,13.960682
PORQ010,SQR Report,t.nowlin,9.749294
PORQ010,SQR Report,r.bell,13.853237
PO_RECVPUSH,Application Engine,t.nowlin,15.019838
AP_MATCH,Application Engine,t.nowlin,75.105715
PO_RECVPUSH,Application Engine,t.nowlin,15.011641
AP_MATCH,Application Engine,t.nowlin,76.150454
PV_AUTO_SRC,Application Engine,r.bell,60.013796
PO_RECVPUSH,Application Engine,t.nowlin,15.247626
AP_MATCH,Application Engine,t.nowlin,60.086444
PO_RECVPUSH,Application Engine,t.nowlin,15.010356
AP_MATCH,Application Engine,t.nowlin,75.093614
PO_RECVPUSH,Application Engine,t.nowlin,15.049712
AP_MATCH,Application Engine,t.nowlin,75.378507
POPO005,SQR Report,r.bell,7.688844
PO_RECVPUSH,Application Engine,t.nowlin,15.035351
AP_MATCH,Application Engine,t.nowlin,60.0859
POPO005,SQR Process,r.bell,13.139102
PO_PO_EMAIL,Application Engine,r.bell,14.647352
PO_RECVPUSH,Application Engine,t.nowlin,15.007082
AP_MATCH,Application Engine,t.nowlin,75.113554
PO_RECVPUSH,Application Engine,s.golding,14.987371
VFSA0001,Application Engine,PSFINBATCH,15.023832
POPO005,SQR Process,r.bell,13.21356
PO_PO_EMAIL,Application Engine,r.bell,15.020797
PO_RECVPUSH,Application Engine,r.bell,14.997275
DRILLDWN,nVision-Report,d.robinson,25.015659
PO_RECVPUSH,Application Engine,m.weimer,14.99876
PO_RECVPUSH,Application Engine,m.weimer,30.045142
PO_RECVPUSH,Application Engine,m.weimer,15.000228
DRILLDWN,nVision-Report,b.grotegut,28.787004
PO_RECVPUSH,Application Engine,m.weimer,15.011151
PO_RECVPUSH,Application Engine,m.weimer,15.00079
PO_RECVPUSH,Application Engine,m.weimer,15.002311
PO_RECVPUSH,Application Engine,m.weimer,15.004427
PORQ010,SQR Report,t.nowlin,12.894378
PO_RECVPUSH,Application Engine,m.weimer,15.009488
PO_RECVPUSH,Application Engine,m.weimer,15.000913
V_AM1500,SQR Report,d.robinson,10.730792
V_AM1400,SQR Report,d.robinson,54.805706
V_AM1400,SQR Report,d.robinson,41.149066
V_AM1500,SQR Report,d.robinson,10.092074
V_AM1400,SQR Report,d.robinson,42.521033
V_AM1500,SQR Report,d.robinson,12.471884
PO_RECVPUSH,Application Engine,a.dancause,14.993963
VFSA0001,Application Engine,PSFINBATCH,15.075394
VFSA0001,Application Engine,PSFINBATCH,15.019852
PRCSYSPURGE,Application Engine,PSFINSERV,60.104064
PSXP_DIRCLN,Application Engine,PSFINSERV,17.454219
PRCSSRVCLN,Application Engine,PSFINSERV,15.884212
PSXP_DIRCLN,Application Engine,PSFINSERV,15.735286
PSXPARCHATTR,Application Engine,PSFINSERV,14.071029
VGLA0001,Application Engine,NVBATCH,90.152573
RPTBOOK,nVision-ReportBook,NVBATCH,266.332182
RPTBOOK,nVision-ReportBook,NVBATCH,917.059369
RPTBOOK,nVision-ReportBook,NVBATCH,720.241434
RPTBOOK,nVision-ReportBook,NVBATCH,450.038192
RPTBOOK,nVision-ReportBook,NVBATCH,299.538496
RPTBOOK,nVision-ReportBook,NVBATCH,14.205005
RPTBOOK,nVision-ReportBook,NVBATCH,164.935518
RPTBOOK,nVision-ReportBook,NVBATCH,164.530657
VAPA0004,Application Engine,PSFINBATCH,14.28525
VAPA0003,Application Engine,PSFINBATCH,15.008439
AP_VCHRBLD,Application Engine,PSFINBATCH,45.077255
VAPA0005,Application Engine,PSFINBATCH,15.023447
VPTA0001,Application Engine,PSFINBATCH,15.077016
VPOA0002,Application Engine,PSFINBATCH,15.014863
PRCSYSPURGE,Application Engine,PSFINSERV,74.425096
PRCSSRVCLN,Application Engine,PSFINSERV,15.44552
PSXP_DIRCLN,Application Engine,PSFINSERV,15.094788
PSXPARCHATTR,Application Engine,PSFINSERV,14.302467
PSXP_DIRCLN,Application Engine,PSFINSERV,15.046082
VGLA0001,Application Engine,NVBATCH,90.100566
RPTBOOK,nVision-ReportBook,NVBATCH,267.280501
RPTBOOK,nVision-ReportBook,NVBATCH,916.972351
RPTBOOK,nVision-ReportBook,NVBATCH,719.685903
RPTBOOK,nVision-ReportBook,NVBATCH,435.188872
RPTBOOK,nVision-ReportBook,NVBATCH,300.301692
RPTBOOK,nVision-ReportBook,NVBATCH,14.190415
RPTBOOK,nVision-ReportBook,NVBATCH,164.605355
RPTBOOK,nVision-ReportBook,NVBATCH,149.483321
VPTA0001,Application Engine,PSFINBATCH,15.080992
VPOA0002,Application Engine,PSFINBATCH,15.031602
V_AM1900,SQR Process,PSFINBATCH,2881.97872
PRCSYSPURGE,Application Engine,PSFINSERV,59.614223
PSXP_DIRCLN,Application Engine,PSFINSERV,15.01414
PSXPARCHATTR,Application Engine,PSFINSERV,15.028909
PSXP_DIRCLN,Application Engine,PSFINSERV,15.006569
PRCSSRVCLN,Application Engine,PSFINSERV,12.753776
VGLA0001,Application Engine,NVBATCH,75.128358
RPTBOOK,nVision-ReportBook,NVBATCH,281.574991
RPTBOOK,nVision-ReportBook,NVBATCH,856.261953
RPTBOOK,nVision-ReportBook,NVBATCH,599.349348
RPTBOOK,nVision-ReportBook,NVBATCH,420.35867
RPTBOOK,nVision-ReportBook,NVBATCH,435.560231
RPTBOOK,nVision-ReportBook,NVBATCH,14.1127
RPTBOOK,nVision-ReportBook,NVBATCH,149.586673
RPTBOOK,nVision-ReportBook,NVBATCH,149.440574
APY1090-,Crystal,PSFINBATCH,33.738939
APY1090-,Crystal,PSFINBATCH,10.078365
APY1090-,Crystal,PSFINBATCH,12.439925
APY1090-,Crystal,PSFINBATCH,12.483091
APY1090-,Crystal,PSFINBATCH,12.094618
GLS7010,SQR Report,PSFINBATCH,11.997401
GLS7010,SQR Report,PSFINBATCH,6.690739
GLS7010,SQR Report,PSFINBATCH,13.407182
GLS7010,SQR Report,PSFINBATCH,13.27106
GLS7010,SQR Report,PSFINBATCH,13.59211
GLS7010,SQR Report,PSFINBATCH,13.910548
GLS7010,SQR Report,PSFINBATCH,14.186974
GLS7010,SQR Report,PSFINBATCH,13.473626
GLS7010,SQR Report,PSFINBATCH,13.752846
GLS7010,SQR Report,PSFINBATCH,14.088031
GLS7010,SQR Report,PSFINBATCH,13.383846
GLS7010,SQR Report,PSFINBATCH,13.799144
GLS7010,SQR Report,PSFINBATCH,14.117993
GLS7010,SQR Report,PSFINBATCH,13.466226
GLS7010,SQR Report,PSFINBATCH,13.798813
GLS7010,SQR Report,PSFINBATCH,14.159191
GLS7010,SQR Report,PSFINBATCH,13.589411
GLS7010,SQR Report,PSFINBATCH,13.875478
GLS7010,SQR Report,PSFINBATCH,14.184218
GLS7010,SQR Report,PSFINBATCH,11.00885
GLS7010,SQR Report,PSFINBATCH,13.373622
GLS7010,SQR Report,PSFINBATCH,13.708648
GLS7010,SQR Report,PSFINBATCH,14.011231
VAPA0006,Application Engine,PSFINBATCH,46.828902
VFSA0001,Application Engine,PSFINBATCH,15.019905
PO_RECVPUSH,Application Engine,g.murdock,14.946763
VAPA0003,Application Engine,PSFINBATCH,14.604047
VAPA0003,Application Engine,PSFINBATCH,15.023187
VFSA0001,Application Engine,PSFINBATCH,15.003288
PO_RECVPUSH,Application Engine,t.nowlin,14.994797
DRILLDWN,nVision-Report,m.sutton,26.073821
FS_STREAMLN,Application Engine,tr.johnson,75.078559
AP_MATCH,Application Engine,tr.johnson,15.011676
FS_STREAMLN,Application Engine,j.baer,75.112639
FS_STREAMLN,Application Engine,j.baer,75.159241
PO_RECVPUSH,Application Engine,t.nowlin,15.007437
V_ADPPAY,SQR Report,d.black,11.957708
IN_FUL_DPL,Application Engine,k.andrews,29.782064
V_UPDSTG_EXP,Application Engine,k.andrews,14.981646
INPSSTGE,COBOL SQL,k.andrews,14.239136
INS3500,SQR Report,k.andrews,12.111751
INPPPTWY,COBOL SQL,k.andrews,14.688444
V_UPDSTG_EXP,Application Engine,k.andrews,15.019467
INPSSTGE,COBOL SQL,k.andrews,14.738074
INS3500,SQR Report,k.andrews,13.554191
INPPPTWY,COBOL SQL,k.andrews,14.758591
NVSRUN,nVision-Report,d.robinson,51.382408
NVSRUN,nVision-Report,s.golding,24.363185
FS_STREAMLN,Application Engine,tr.johnson,75.204991
POPO005,SQR Report,r.bell,12.209769
POPO005,SQR Process,r.bell,13.39307
PO_PO_EMAIL,Application Engine,r.bell,14.975426
DRILLDWN,nVision-Report,s.golding,26.78921
AP_MATCH,Application Engine,tr.johnson,15.009559
GL_JEDIT_0,Application Engine,d.black,30.031745
GL_JP,Application Engine,d.black,15.007574
FS_STREAMLN,Application Engine,tr.johnson,75.23094
AP_MATCH,Application Engine,tr.johnson,15.003412
FS_STREAMLN,Application Engine,j.baer,75.345212
VFSA0001,Application Engine,PSFINBATCH,15.111517
NVSRUN,nVision-Report,l.bratton,15.500429
NVSRUN,nVision-Report,m.sutton,24.24656
NVSRUN,nVision-Report,m.sutton,12.019945
NVSRUN,nVision-Report,m.sutton,13.886853
DRILLDWN,nVision-Report,l.bratton,26.705553
GL_JEDIT_0,Application Engine,d.black,14.914217
GL_JP,Application Engine,d.black,15.040363
PO_RECVPUSH,Application Engine,t.nowlin,15.04125
NVSRUN,nVision-Report,a.davis,7.88497
FS_STREAMLN,Application Engine,j.baer,75.229523
PORQ010,SQR Report,t.nowlin,12.489288
FS_STREAMLN,Application Engine,j.baer,75.155545
FS_STREAMLN,Application Engine,j.baer,75.119639
DRILLDWN,nVision-Report,a.davis,11.706542
DRILLDWN,nVision-Report,a.davis,13.461702
GL_JEDIT_0,Application Engine,j.walt,15.027161
GL_JP,Application Engine,j.walt,15.01088
NVSRUN,nVision-Report,v.santos,11.699553
PV_AUTO_SRC,Application Engine,t.nowlin,60.214334
GL_JEDIT_0,Application Engine,d.black,15.01442
GL_JP,Application Engine,d.black,15.024068
POPO005,SQR Report,t.nowlin,7.191783
POPO005,SQR Process,t.nowlin,11.950469
PO_PO_EMAIL,Application Engine,t.nowlin,14.864325
GL_JEDIT_0,Application Engine,d.black,15.016803
GL_JP,Application Engine,d.black,15.018379
FS_STREAMLN,Application Engine,j.baer,76.692281
GL_JEDIT_0,Application Engine,d.black,43.883376
GL_JP,Application Engine,d.black,15.011232
DRILLDWN,nVision-Report,b.grotegut,26.567876
NVSRUN,nVision-Report,j.walt,14.038336
GL_JEDIT_0,Application Engine,d.black,15.009786
GL_JP,Application Engine,d.black,15.038711
NVSRUN,nVision-Report,j.walt,11.506666
FS_STREAMLN,Application Engine,tr.johnson,15.011221
FS_STREAMLN,Application Engine,tr.johnson,14.970445
FS_STREAMLN,Application Engine,tr.johnson,15.019068
FS_STREAMLN,Application Engine,j.baer,75.109262
FS_STREAMLN,Application Engine,tr.johnson,15.01131
PO_RECVPUSH,Application Engine,r.bell,14.999993
FS_STREAMLN,Application Engine,j.baer,105.226811
FS_STREAMLN,Application Engine,j.baer,105.299863
FS_STREAMLN,Application Engine,j.baer,75.108452
FS_STREAMLN,Application Engine,j.baer,75.126219
POPO005,SQR Process,r.bell,11.469066
PO_PO_EMAIL,Application Engine,r.bell,14.836662
VFSA0001,Application Engine,PSFINBATCH,15.020428
VPTA0001,Application Engine,PSFINBATCH,15.089338
VPOA0002,Application Engine,PSFINBATCH,15.045926
IN_FUL_DPL,Application Engine,m.lopez,14.993048
V_UPDSTG_EXP,Application Engine,m.lopez,15.013375
INPSSTGE,COBOL SQL,m.lopez,13.948339
INS3500,SQR Report,m.lopez,12.981021
INPPPTWY,COBOL SQL,m.lopez,14.775543
FS_STREAMLN,Application Engine,l.cator,29.774511
POPO005,SQR Report,t.nowlin,9.513279
POPO005,SQR Process,t.nowlin,12.24167
PO_PO_EMAIL,Application Engine,t.nowlin,15.007781
POPO005,SQR Report,t.nowlin,11.016918
POPO005,SQR Process,t.nowlin,11.955359
PO_PO_EMAIL,Application Engine,t.nowlin,15.01455
VAPA0001,Application Engine,tr.johnson,15.012992
VAPS0001,SQR Report,tr.johnson,12.118232
ECIN0001,SQR Report,tr.johnson,13.193643
PV_AUTO_SRC,Application Engine,t.nowlin,45.066037
AP_VCHRBLD,Application Engine,tr.johnson,30.164009
POPO005,SQR Report,t.nowlin,7.143502
DRILLDWN,nVision-Report,j.walt,12.125203
POPO005,SQR Report,t.nowlin,13.678446
POPO005,SQR Process,t.nowlin,12.640402
PO_PO_EMAIL,Application Engine,t.nowlin,15.021899
PORQ010,SQR Report,r.bell,12.979206
NVSRUN,nVision-Report,j.walt,57.163369
NVSRUN,nVision-Report,j.walt,44.130251
IN_FUL_DPL,Application Engine,m.lopez,15.001858
V_UPDSTG_EXP,Application Engine,m.lopez,15.586364
IN_FUL_DPL,Application Engine,m.lopez,13.656071
V_UPDSTG_EXP,Application Engine,m.lopez,15.023394
INPSSTGE,COBOL SQL,m.lopez,14.697337
INPSSTGE,COBOL SQL,m.lopez,14.765485
INS3500,SQR Report,m.lopez,13.581772
INPPPTWY,COBOL SQL,m.lopez,14.822613
INS3500,SQR Report,m.lopez,13.744409
INPPPTWY,COBOL SQL,m.lopez,14.756646
V_UPDSTG_EXP,Application Engine,m.lopez,15.015208
INPSSTGE,COBOL SQL,m.lopez,14.396708
INS3500,SQR Report,m.lopez,12.426695
INPPPTWY,COBOL SQL,m.lopez,14.755718
NVSRUN,nVision-Report,j.walt,11.697131
DRILLDWN,nVision-Report,j.walt,11.658743
PORQ010,SQR Report,r.bell,12.755103
VFSA0001,Application Engine,PSFINBATCH,15.007708
NVSRUN,nVision-Report,d.black,11.894823
DRILLDWN,nVision-Report,d.black,13.999906
DRILLDWN,nVision-Report,a.davis,12.186772
DRILLDWN,nVision-Report,j.walt,14.078173
DRILLDWN,nVision-Report,d.black,13.93099
VAPA0001,Application Engine,tr.johnson,15.01018
VAPS0001,SQR Report,tr.johnson,13.387946
ECIN0001,SQR Report,tr.johnson,13.45644
AP_VCHRBLD,Application Engine,tr.johnson,30.540828
DRILLDWN,nVision-Report,j.walt,11.5891
NVSRUN,nVision-Report,j.walt,59.12649
NVSRUN,nVision-Report,j.walt,11.827254
PORQ010,SQR Report,t.nowlin,13.636999
DRILLDWN,nVision-Report,j.walt,11.625708
DRILLDWN,nVision-Report,j.walt,11.772124
NVSRUN,nVision-Report,j.walt,59.151206
DRILLDWN,nVision-Report,b.grotegut,11.689787
VFSA0001,Application Engine,PSFINBATCH,15.061284
NVSRUN,nVision-Report,t.chauvin,430.879729
NVSRUN,nVision-Report,t.chauvin,435.130227
NVSRUN,nVision-Report,j.sadusky,24.463235
DRILLDWN,nVision-Report,j.sadusky,26.585115
VFSA0001,Application Engine,PSFINBATCH,15.095693
PRCSYSPURGE,Application Engine,PSFINSERV,44.815003
PSXP_DIRCLN,Application Engine,PSFINSERV,15.012326
PRCSSRVCLN,Application Engine,PSFINSERV,15.655129
PSXPARCHATTR,Application Engine,PSFINSERV,14.978561
PSXP_DIRCLN,Application Engine,PSFINSERV,14.952584
VGLA0001,Application Engine,NVBATCH,89.486809
RPTBOOK,nVision-ReportBook,NVBATCH,251.668051
RPTBOOK,nVision-ReportBook,NVBATCH,948.597948
RPTBOOK,nVision-ReportBook,NVBATCH,704.920197
RPTBOOK,nVision-ReportBook,NVBATCH,435.219101
RPTBOOK,nVision-ReportBook,NVBATCH,268.689833
RPTBOOK,nVision-ReportBook,NVBATCH,14.190403
RPTBOOK,nVision-ReportBook,NVBATCH,164.610606
RPTBOOK,nVision-ReportBook,NVBATCH,163.577168
APY1090-,Crystal,PSFINBATCH,35.949407
APY1090-,Crystal,PSFINBATCH,18.846927
APY1090-,Crystal,PSFINBATCH,12.447474
APY1090-,Crystal,PSFINBATCH,12.033098
APY1090-,Crystal,PSFINBATCH,12.016036
VAPA0004,Application Engine,PSFINBATCH,15.021273
VAPA0003,Application Engine,PSFINBATCH,30.126286
AP_VCHRBLD,Application Engine,PSFINBATCH,45.110709
VAPA0005,Application Engine,PSFINBATCH,15.016762
VFSA0001,Application Engine,PSFINBATCH,15.027028
VFSA0001,Application Engine,PSFINBATCH,14.713762
DRILLDWN,nVision-Report,m.sutton,25.820801
DRILLDWN,nVision-Report,m.sutton,26.083914
PO_RECVPUSH,Application Engine,t.nowlin,14.878665
PO_RECVPUSH,Application Engine,t.nowlin,15.009365
PO_RECVPUSH,Application Engine,t.nowlin,15.023212
PO_RECVPUSH,Application Engine,t.nowlin,15.009931
PO_RECVPUSH,Application Engine,t.nowlin,15.024189
VAPA0001,Application Engine,tr.johnson,15.026361
VAPS0001,SQR Report,tr.johnson,11.731332
ECIN0001,SQR Report,tr.johnson,13.829782
AP_VCHRBLD,Application Engine,tr.johnson,30.043017
PORQ010,SQR Report,t.nowlin,12.803058
NVSRUN,nVision-Report,j.walt,26.64377
GL_JEDIT_0,Application Engine,k.baker,15.021413
GL_JP,Application Engine,k.baker,15.013691
FS_STREAMLN,Application Engine,tr.johnson,75.096258
FS_STREAMLN,Application Engine,tr.johnson,60.101743
VFSA0001,Application Engine,PSFINBATCH,14.996789
NVSRUN,nVision-Report,a.davis,11.371631
NVSRUN,nVision-Report,a.davis,20.952248
PORQ010,SQR Report,t.nowlin,12.535694
PO_RECVPUSH,Application Engine,t.nowlin,15.003928
PO_RECVPUSH,Application Engine,t.nowlin,15.002149
NVSRUN,nVision-Report,j.sadusky,66.282718
NVSRUN,nVision-Report,s.teichman,69.020137
PO_RECVPUSH,Application Engine,t.nowlin,15.010508
NVSRUN,nVision-Report,a.davis,11.485503
NVSRUN,nVision-Report,a.davis,23.871954
VFSA0001,Application Engine,PSFINBATCH,14.988006
VPTA0001,Application Engine,PSFINBATCH,15.049544
VPOA0002,Application Engine,PSFINBATCH,15.024961
NVSRUN,nVision-Report,s.golding,190.315315
NVSRUN,nVision-Report,s.golding,193.388002
